,Gene,Gene_name,Ensembl_ID,Shift_to_goal_end,Goal_end_vs_random_pval,Goal_end_FDR,N_Detections,Sig
4560,6346,PPIL4,ENSG00000131013,0.00013607066302072433,0.7275713443045743,0.9517014587221999,21,0
6765,9615,FBXL2,ENSG00000153558,0.00013600289821624756,0.9645643118543091,0.9962755935905809,1,0
8479,12334,LRP1B,ENSG00000168702,0.0001359023153781891,0.9799306266149538,0.99706180745671,2,0
10768,16942,GPAA1,ENSG00000197858,0.00013283746583121165,0.94657038610529,0.9930851983589273,7,0
6635,9398,WWC2,ENSG00000151718,0.0001308973878622055,0.9086468503606363,0.9893594140599417,4,0
2109,2848,CTSH,ENSG00000103811,0.00012728548608720303,0.8915342576996547,0.984941027449291,8,0
5769,8066,GALNT1,ENSG00000141429,0.00012635253369808197,0.40908597102011934,0.8706832344441083,16,0
10047,15405,UBE2G2,ENSG00000184787,0.00012596004775592258,0.6807189268835281,0.9416233935926595,14,0
9893,15034,GPC6,ENSG00000183098,0.00012568384408950806,0.9589468128712746,0.995707385297309,4,0
348,472,POU2F2,ENSG00000028277,0.0001250728964805603,0.6978885774341771,0.9435677274754014,3,0
8620,12561,CNBP,ENSG00000169714,0.00012416877232644024,0.6377272372872813,0.9319086791424328,49,0
1085,1404,FBLN1,ENSG00000077942,0.00012353546917438508,0.5987440023643604,0.9219150368478284,15,0
7816,11265,UBLCP1,ENSG00000164332,0.00012055858969688416,0.8643396248718167,0.9786219237809116,10,0
3769,5165,KIF18A,ENSG00000121621,0.00012037158012390137,0.9660830348153714,0.9962755935905809,1,0
9379,13976,BASP1,ENSG00000176788,0.0001195831157799278,0.8645941904756509,0.9786219237809116,28,0
520,690,HERPUD1,ENSG00000051108,0.000118520421286424,0.7652892882149465,0.957718864247738,30,0
4269,5915,MACF1,ENSG00000127603,0.00011716790210742217,0.8403899532913064,0.9740384657190934,26,0
11033,17514,ARRDC1-AS1,ENSG00000203993,0.00011667609214782715,0.9917526601782333,0.9990406920394457,2,0
9837,14918,CSF1R,ENSG00000182578,0.00011647632345557213,0.9839556156214248,0.99706180745671,2,0
8864,12990,FGA,ENSG00000171560,0.0001153323267187391,0.9983547020985861,0.9992534654374349,7,0
6653,9423,DST,ENSG00000151914,0.0001141366695887164,0.7999636047367261,0.9650224894730066,57,0
11017,17445,SAMD5,ENSG00000203727,0.0001132795587182045,0.9738583351870285,0.99706180745671,4,0
1031,1336,REXO2,ENSG00000076043,0.0001121837947819684,0.6036980813142776,0.9237374479868172,37,0
9997,15281,SNRNP35,ENSG00000184209,0.00010924041271209717,0.9766289494238238,0.99706180745671,2,0
2188,2954,KCNN4,ENSG00000104783,0.00010922613243261974,0.7363947443809044,0.9546505250627342,33,0
1490,1967,SUPT16H,ENSG00000092201,0.00010827835649251938,0.7678965159725302,0.957718864247738,28,0
7073,10081,BRAF,ENSG00000157764,0.00010821819305419921,0.9776120673043582,0.99706180745671,5,0
1863,2479,RASSF2,ENSG00000101265,0.00010788440704345703,0.9674361827163807,0.9962871745622999,1,0
6728,9559,MR1,ENSG00000153029,0.00010714679956436157,0.9352443516676647,0.9921168999622909,4,0
5554,7758,LLPH,ENSG00000139233,0.00010640682144598527,0.7592510245778097,0.9574059178312136,11,0
3126,4271,USP9Y,ENSG00000114374,0.00010620569810271263,0.7590028474089642,0.9574059178312136,4,0
10638,16680,ARHGEF12,ENSG00000196914,0.0001058727502822876,0.9170008837614881,0.9910951760208503,9,0
1212,1577,NFE2L1,ENSG00000082641,0.00010488135740160942,0.6215199525065984,0.9259772693882197,30,0
9030,13298,OXSR1,ENSG00000172939,0.00010407648303292014,0.680468519307472,0.9416233935926595,11,0
2204,2979,PPP1R13L,ENSG00000104881,0.00010325410403311253,0.6509689492167959,0.9372792398840142,16,0
3459,4716,PRRC2C,ENSG00000117523,0.00010280569263717585,0.8826421704682617,0.9826357767393894,57,0
9616,14421,KLHL28,ENSG00000179454,0.00010276089111963908,0.9091290479198263,0.9893594140599417,6,0
6557,9276,PRSS23,ENSG00000150687,0.00010227049259763015,0.8525215791945794,0.9773128512351708,19,0
